project,key,type,severity,rule,rule_name,file,line,message,effort,tags
SoundFlow,4b1f5ecd-30d8-41b4-bcae-03f26732cdf9,CODE_SMELL,MAJOR,csharpsquid:S3928,csharpsquid:S3928,SoundFlow:Src/Experimental/VoiceActivityDetector.cs,384,Use a constructor overloads that allows a more meaningful exception message to be provided.,2min,
SoundFlow,4032b022-2fce-459b-a831-37f373023188,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,SoundFlow:Src/Experimental/VoiceActivityDetector.cs,421,Make 'CalculateFrameEnergy' a static method.,5min,pitfall
SoundFlow,9d2c1efa-8b7d-4828-b103-d6e8265cf8f2,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,SoundFlow:Src/Experimental/VoiceActivityDetector.cs,421,Member 'CalculateFrameEnergy' does not access instance data and can be marked as static,0min,
SoundFlow,5de87aea-e985-4699-9c20-776ac4168aa2,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,SoundFlow:Src/Experimental/VoiceActivityDetector.cs,530,Member 'ValidateConfiguration' does not access instance data and can be marked as static,0min,
SoundFlow,ed5380cf-49eb-4e63-9b55-a527b8bfcbfd,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,SoundFlow:Src/Experimental/VoiceActivityDetector.cs,530,Make 'ValidateConfiguration' a static method.,5min,pitfall
SoundFlow,0ca88a43-7cea-45e9-8637-bbb07d8214c2,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,SoundFlow:Src/Experimental/VoiceActivityDetector.cs,544,Make 'CalculateCoefficient' a static method.,5min,pitfall
SoundFlow,76d04a73-43d5-48f8-a5a9-9c4385fcc077,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,SoundFlow:Src/Experimental/VoiceActivityDetector.cs,544,Member 'CalculateCoefficient' does not access instance data and can be marked as static,0min,
SoundFlow,2efe4f46-6407-40bc-a772-822ccdadd2ff,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,SoundFlow:Src/Utils/MathHelper.cs,139,Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,6min,brain-overload
SoundFlow,223f6a85-070b-442e-a4b9-07937736e5fb,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,SoundFlow:Src/Providers/RawDataProvider.cs,111,Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.,6min,brain-overload
SoundFlow,f95327d8-77bc-485e-b047-b919382a1bd0,CODE_SMELL,CRITICAL,csharpsquid:S927,csharpsquid:S927,SoundFlow:Src/Providers/RawDataProvider.cs,169,Rename parameter 'sampleOffset' to 'offset' to match the interface declaration.,10min,suspicious
SoundFlow,70508ab2-068f-416e-abf7-8b033d7d6232,CODE_SMELL,MAJOR,csharpsquid:S1172,csharpsquid:S1172,SoundFlow:Samples/SoundFlow.Samples.SimplePlayer/DataProviderTests.cs,31,Remove this unused method parameter 'capability'.,5min,unused
SoundFlow,bccfcc26-87fd-4c69-bd60-8613dc8c2f56,CODE_SMELL,MINOR,csharpsquid:S1075,csharpsquid:S1075,SoundFlow:Samples/SoundFlow.Samples.SimplePlayer/DataProviderTests.cs,105,Refactor your code not to use hardcoded absolute paths or URIs.,20min,
SoundFlow,5e8237d8-cfe5-44fb-8295-2c9e8fbedfe9,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,SoundFlow:Samples/SoundFlow.Samples.SimplePlayer/Program.cs,126,Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.,6min,brain-overload
SoundFlow,9a9aabb4-9a5c-4001-a841-57aecff8ee61,CODE_SMELL,MINOR,csharpsquid:S1192,csharpsquid:S1192,SoundFlow:Samples/SoundFlow.Samples.SimplePlayer/Program.cs,206,Define a constant instead of using this literal 'File not found.' 4 times.,4min,design
SoundFlow,7824ed7b-1e8b-421b-be1b-1269551566c6,CODE_SMELL,MINOR,csharpsquid:S3626,csharpsquid:S3626,SoundFlow:Samples/SoundFlow.Samples.SimplePlayer/Program.cs,341,Remove this redundant jump.,1min,"redundant,clumsy"
SoundFlow,262d3cf6-905a-4648-ac60-35d9c8643cfe,CODE_SMELL,MAJOR,csharpsquid:S3010,csharpsquid:S3010,SoundFlow:Src/Abstracts/AudioEngine.cs,48,Remove this assignment of '_instance' or initialize it statically.,20min,
SoundFlow,66db0dcc-cf8c-4aac-9f84-70209e6179b2,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,SoundFlow:Src/Abstracts/AudioEngine.cs,327,Member 'ProcessAudioInput' does not access instance data and can be marked as static,0min,
SoundFlow,9bedd938-4c63-41dc-9c5a-b8c1662711a6,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,SoundFlow:Src/Abstracts/AudioEngine.cs,327,Make 'ProcessAudioInput' a static method.,5min,pitfall
SoundFlow,f5657ddb-ff1c-408f-bbd0-3ef3ad86fbee,CODE_SMELL,CRITICAL,csharpsquid:S2696,csharpsquid:S2696,SoundFlow:Src/Abstracts/AudioEngine.cs,397,"Remove this set, which updates a 'static' field from an instance method.",20min,multi-threading
SoundFlow,01b4cb04-4746-4257-b10b-83e1636c4c3f,CODE_SMELL,MAJOR,csharpsquid:S1121,csharpsquid:S1121,SoundFlow:Src/Backends/MiniAudio/MiniAudioDecoder.cs,41,Extract the assignment of '_seekCallback' from this expression.,5min,"cwe,suspicious"
SoundFlow,520ced71-79ae-4ceb-a14e-399f8ed7a92f,CODE_SMELL,MAJOR,csharpsquid:S1121,csharpsquid:S1121,SoundFlow:Src/Backends/MiniAudio/MiniAudioDecoder.cs,41,Extract the assignment of '_readCallback' from this expression.,5min,"cwe,suspicious"
SoundFlow,faaa5690-675b-4844-876d-52ac0b70c663,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,SoundFlow:Src/Backends/MiniAudio/MiniAudioDecoder.cs,121,Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.,6min,brain-overload
SoundFlow,50a360f6-a6cc-427d-b8ea-9ad76506183a,CODE_SMELL,MAJOR,csharpsquid:S1172,csharpsquid:S1172,SoundFlow:Src/Backends/MiniAudio/Native.cs,26,Remove this unused method parameter 'searchPath'.,5min,unused
SoundFlow,5421e5c3-6513-497a-9032-2d49f22522d2,CODE_SMELL,MAJOR,csharpsquid:S1172,csharpsquid:S1172,SoundFlow:Src/Backends/MiniAudio/Native.cs,26,Remove this unused method parameter 'libraryName'.,5min,unused
SoundFlow,7cc39325-d987-4003-a775-f3fa38e0d49e,CODE_SMELL,MAJOR,csharpsquid:S1172,csharpsquid:S1172,SoundFlow:Src/Backends/MiniAudio/Native.cs,26,Remove this unused method parameter 'assembly'.,5min,unused
SoundFlow,6fabd966-4ae5-4b57-9788-fd6f2b5e7704,CODE_SMELL,MAJOR,csharpsquid:S3928,csharpsquid:S3928,SoundFlow:Src/Components/Filter.cs,173,Use a constructor overloads that allows a more meaningful exception message to be provided.,2min,
SoundFlow,284cfb20-c3c0-4420-8cd5-ffcd41d21a0e,CODE_SMELL,MINOR,csharpsquid:S2292,csharpsquid:S2292,SoundFlow:Src/Components/LowFrequencyOscillator.cs,82,Make this an auto-implemented property and remove its backing field.,5min,clumsy
SoundFlow,e58d12cc-d2e2-4abe-810a-34f5b5a7ac6b,CODE_SMELL,MAJOR,csharpsquid:S1066,csharpsquid:S1066,SoundFlow:Src/Components/LowFrequencyOscillator.cs,181,Merge this if statement with the enclosing one.,5min,clumsy
SoundFlow,d54030d6-a8fd-455c-a599-6f3b637aec06,CODE_SMELL,MINOR,csharpsquid:S3267,csharpsquid:S3267,SoundFlow:Src/Components/Mixer.cs,87,"Loops should be simplified using the ""Where"" LINQ method",5min,
SoundFlow,36ac66d5-39ca-4f34-a33c-7d5ae5a89b7d,CODE_SMELL,MAJOR,csharpsquid:S3881,csharpsquid:S3881,SoundFlow:Src/Components/Recorder.cs,14,Fix this implementation of 'IDisposable' to conform to the dispose pattern.,10min,pitfall
SoundFlow,8cfa8635-e25b-4e48-8838-ae5fdd3a39e5,CODE_SMELL,MINOR,csharpsquid:S1104,csharpsquid:S1104,SoundFlow:Src/Components/Recorder.cs,51,Make this field 'private' and encapsulate it in a 'public' property.,10min,cwe
SoundFlow,e978a63f-2838-4b54-a78b-b1fe55eeebe4,CODE_SMELL,MAJOR,csharpsquid:S3928,csharpsquid:S3928,SoundFlow:Src/Components/Recorder.cs,118,The parameter name 'FilePath' is not declared in the argument list.,2min,
SoundFlow,922c8d3e-2a47-4723-a9fe-a81cc5b7ba9c,CODE_SMELL,MINOR,csharpsquid:S3458,csharpsquid:S3458,SoundFlow:Src/Components/SurroundPlayer.cs,298,Remove this empty 'case' clause.,1min,"finding,clumsy"
SoundFlow,fd06ac36-f71f-47c9-9cd9-844f2c66fb3f,CODE_SMELL,MINOR,csharpsquid:S2342,csharpsquid:S2342,SoundFlow:Src/Enums/Capability.cs,7,"Rename this enumeration to match the regular expression: '^([A-Z]{1,3}[a-z0-9]+)*([A-Z]{2})?s$'.",5min,convention
SoundFlow,81571891-e114-4b13-81a9-956854677b54,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,8,Missing XML comment for publicly visible type or member 'Result.Success',0min,
SoundFlow,c20b3a04-abed-4a51-8a10-38cfcd1fcfeb,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,9,Missing XML comment for publicly visible type or member 'Result.Error',0min,
SoundFlow,8e0a30ef-972b-4ab0-a429-507aa22f4e6e,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,10,Missing XML comment for publicly visible type or member 'Result.InvalidArgs',0min,
SoundFlow,24615eb0-e801-42b0-9391-40799655db7e,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,11,Missing XML comment for publicly visible type or member 'Result.InvalidOperation',0min,
SoundFlow,8d63ae64-8242-4d0d-b6ee-a31b776b4f28,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,12,Missing XML comment for publicly visible type or member 'Result.OutOfMemory',0min,
SoundFlow,78d9e377-2987-4948-aef7-75c3fd8a7ba4,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,13,Missing XML comment for publicly visible type or member 'Result.OutOfRange',0min,
SoundFlow,5a49be9a-adf4-4a2f-bc50-09d28020053c,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,14,Missing XML comment for publicly visible type or member 'Result.AccessDenied',0min,
SoundFlow,0c49e8e8-0289-4231-a7eb-e36b26945dbe,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,15,Missing XML comment for publicly visible type or member 'Result.DoesNotExist',0min,
SoundFlow,132bdaf3-f4c7-4aca-ac69-e3b04219d87b,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,16,Missing XML comment for publicly visible type or member 'Result.AlreadyExists',0min,
SoundFlow,a71a5130-7e38-4b1b-a3d0-a13edbb08eb8,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,17,Missing XML comment for publicly visible type or member 'Result.TooManyOpenFiles',0min,
SoundFlow,530b5ad4-09d8-4a28-814c-48f2f7b87419,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,18,Missing XML comment for publicly visible type or member 'Result.InvalidFile',0min,
SoundFlow,0b42c4b6-5bbf-4969-9659-591cf6d59bb3,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,19,Missing XML comment for publicly visible type or member 'Result.TooBig',0min,
SoundFlow,75ea412e-3d0b-48dd-b1a7-6e36ae1b6916,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,20,Missing XML comment for publicly visible type or member 'Result.PathTooLong',0min,
SoundFlow,6ff354ed-313e-4ce5-98c7-b60092fa4cdc,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,21,Missing XML comment for publicly visible type or member 'Result.NameTooLong',0min,
SoundFlow,c24b7bb4-0b4d-461b-b67e-65436dacf765,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,22,Missing XML comment for publicly visible type or member 'Result.NotDirectory',0min,
SoundFlow,3231f58e-8e56-4213-a438-9df92feb07ad,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,23,Missing XML comment for publicly visible type or member 'Result.IsDirectory',0min,
SoundFlow,431a743d-9fc0-422c-aed7-c8f69da2c740,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,24,Missing XML comment for publicly visible type or member 'Result.DirectoryNotEmpty',0min,
SoundFlow,1a235853-9a50-459c-849c-f8e8ab22ef49,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,25,Missing XML comment for publicly visible type or member 'Result.AtEnd',0min,
SoundFlow,226012f1-701e-4a02-a46b-39f9d6cd0fc8,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,26,Missing XML comment for publicly visible type or member 'Result.NoSpace',0min,
SoundFlow,47cd57c4-7867-4415-8e87-3163e7b627b9,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,27,Missing XML comment for publicly visible type or member 'Result.Busy',0min,
SoundFlow,6c6b9fff-512d-4357-b89c-c295b39b4613,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,28,Missing XML comment for publicly visible type or member 'Result.IoError',0min,
SoundFlow,1f53d1b6-48d7-4f78-9154-4a1d2aa61213,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,29,Missing XML comment for publicly visible type or member 'Result.Interrupt',0min,
SoundFlow,1e2f2dc6-d451-4c6c-b95d-555267538ccc,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,30,Missing XML comment for publicly visible type or member 'Result.Unavailable',0min,
SoundFlow,e20d0242-90fb-47bf-bcd0-cbbfe73f796d,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,31,Missing XML comment for publicly visible type or member 'Result.AlreadyInUse',0min,
SoundFlow,1db0df36-0e6d-4ad3-88bb-26b1a83b6a6d,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,32,Missing XML comment for publicly visible type or member 'Result.BadAddress',0min,
SoundFlow,80c7361b-f717-416e-b3db-9955e30cc806,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,33,Missing XML comment for publicly visible type or member 'Result.BadSeek',0min,
SoundFlow,15372f11-0455-4fce-9248-428d27b1f8f8,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,34,Missing XML comment for publicly visible type or member 'Result.BadPipe',0min,
SoundFlow,30d33efa-f698-4048-b852-613e8301946f,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,35,Missing XML comment for publicly visible type or member 'Result.Deadlock',0min,
SoundFlow,6d7581b2-2f39-4937-b448-9d30f4e092b9,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,36,Missing XML comment for publicly visible type or member 'Result.TooManyLinks',0min,
SoundFlow,b2fcbbc2-3295-4d43-a784-e86d4ded3753,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,37,Missing XML comment for publicly visible type or member 'Result.NotImplemented',0min,
SoundFlow,a1c8830f-b445-4a59-ae79-5992b6bdf333,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,38,Missing XML comment for publicly visible type or member 'Result.NoMessage',0min,
SoundFlow,355e1787-6089-4998-a12b-dfc2e7564016,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,39,Missing XML comment for publicly visible type or member 'Result.BadMessage',0min,
SoundFlow,5992600d-dae0-408a-82b9-b2e160d74831,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,40,Missing XML comment for publicly visible type or member 'Result.NoDataAvailable',0min,
SoundFlow,c5d83c06-bc36-4828-97b4-974cee947f88,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,41,Missing XML comment for publicly visible type or member 'Result.InvalidData',0min,
SoundFlow,8d36f354-b1e7-4256-976d-1381e672d615,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,42,Missing XML comment for publicly visible type or member 'Result.Timeout',0min,
SoundFlow,73183465-a316-4cf0-b910-b1475af94dae,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,43,Missing XML comment for publicly visible type or member 'Result.NoNetwork',0min,
SoundFlow,09b66025-5f1d-47fe-85c6-a6375e0ff231,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,44,Missing XML comment for publicly visible type or member 'Result.NotUnique',0min,
SoundFlow,2db08c9a-96bf-4abc-8fe2-eff4e8f0b066,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,45,Missing XML comment for publicly visible type or member 'Result.NotSocket',0min,
SoundFlow,2ef0d621-dcfa-47af-bd64-f998d27db73f,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,46,Missing XML comment for publicly visible type or member 'Result.NoAddress',0min,
SoundFlow,e4d40355-6ee0-412b-a74d-26be13ea158d,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,47,Missing XML comment for publicly visible type or member 'Result.BadProtocol',0min,
SoundFlow,4a945bbc-8a1e-4edc-a771-9e6a636a59e7,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,48,Missing XML comment for publicly visible type or member 'Result.ProtocolUnavailable',0min,
