project,key,type,severity,rule,rule_name,file,line,message,effort,tags
Saunter,1be5ace9-e898-4e45-88c3-64d85598b97c,CODE_SMELL,CRITICAL,csharpsquid:S1186,csharpsquid:S1186,Saunter:test/Saunter.Tests.MarkerTypeTests/Broker.cs,20,"Add a nested comment explaining why this method is empty, throw a 'NotSupportedException' or complete the implementation.",5min,suspicious
Saunter,ea241b72-513d-43c3-81b6-0aba24bb7620,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,Saunter:test/Saunter.Tests.MarkerTypeTests/Broker.cs,20,Member 'SubscribeSampleMessage' does not access instance data and can be marked as static,0min,
Saunter,e3b67a56-e42e-4625-8c37-bd90be7c9723,CODE_SMELL,MINOR,csharpsquid:S2094,csharpsquid:S2094,Saunter:test/Saunter.Tests.MarkerTypeTests/Broker.cs,24,"Remove this empty class, write its code or make it an ""interface"".",5min,clumsy
Saunter,e6aac55f-d8ac-4f79-b04f-3ec36a54c84e,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,Saunter:test/Saunter.Tests/AttributeProvider/DocumentGenerationTests/ClassAttributesTests.cs,193,Member 'PublishMyMessage' does not access instance data and can be marked as static,0min,
Saunter,06980afb-676e-4607-a8f5-52463db276af,CODE_SMELL,MINOR,csharpsquid:S1075,csharpsquid:S1075,Saunter:examples/StreetlightsAPI/Program.cs,29,Refactor your code not to use hardcoded absolute paths or URIs.,20min,
Saunter,30dbf129-ee2c-48f2-b8c3-9ea267af04eb,CODE_SMELL,MAJOR,csharpsquid:S1118,csharpsquid:S1118,Saunter:test/Saunter.IntegrationTests.ReverseProxy/Program.cs,17,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,design
Saunter,cbaeac41-d500-4586-9924-f86365bc1ad7,CODE_SMELL,MINOR,csharpsquid:S1075,csharpsquid:S1075,Saunter:test/Saunter.IntegrationTests.ReverseProxy/Program.cs,31,Refactor your code not to use hardcoded absolute paths or URIs.,20min,
Saunter,0b7eadbe-8712-4dab-a3d5-b889a07944f9,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,Saunter:test/Saunter.IntegrationTests.ReverseProxy/Program.cs,64,Make 'Configure' a static method.,5min,pitfall
Saunter,a8ed8e4b-9646-4809-adfc-219eeefe4653,CODE_SMELL,MAJOR,docker:S6596,docker:S6596,Saunter:test/Saunter.IntegrationTests.ReverseProxy/nginx/Dockerfile,1,Use a specific version tag for the image.,5min,
Saunter,abb683aa-ae18-44d1-a422-612269fcd1d0,CODE_SMELL,MAJOR,csharpsquid:S3993,csharpsquid:S3993,Saunter:src/Saunter/AttributeProvider/Attributes/OperationAttribute.cs,44,"Specify AttributeUsage on 'PublishOperationAttribute' to improve readability, even though it inherits it from its base type.",5min,api-design
Saunter,c1fa4a95-304d-4a0a-bbce-d4e68d1f2901,CODE_SMELL,MAJOR,csharpsquid:S3993,csharpsquid:S3993,Saunter:src/Saunter/AttributeProvider/Attributes/OperationAttribute.cs,64,"Specify AttributeUsage on 'SubscribeOperationAttribute' to improve readability, even though it inherits it from its base type.",5min,api-design
Saunter,d9f7e193-c945-4254-95f7-5d92d325f118,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,Saunter:examples/StreetlightsAPI/Program.cs,111,Make 'Configure' a static method.,5min,pitfall
Saunter,60b9c956-6c09-42fb-9410-9a01d76b928f,CODE_SMELL,MAJOR,csharpsquid:S125,csharpsquid:S125,Saunter:examples/StreetlightsAPI/Messaging.cs,32,Remove this commented out code.,5min,unused
Saunter,416e48ee-3562-449b-b7c7-d24bf389ddb4,CODE_SMELL,MAJOR,csharpsquid:S1118,csharpsquid:S1118,Saunter:examples/StreetlightsAPI/Program.cs,15,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,design
Saunter,0864688f-acdc-4eb5-821d-05d78172b846,BUG,MAJOR,csharpsquid:S3903,csharpsquid:S3903,Saunter:src/Saunter/Options/Filters/ChannelFilterContext.cs,4,Move 'ChannelFilterContext' into a named namespace.,5min,
Saunter,6bbd0bb9-283c-4537-8649-1028698a1ecb,BUG,MAJOR,csharpsquid:S3903,csharpsquid:S3903,Saunter:src/Saunter/Options/Filters/DocumentFilterContext.cs,4,Move 'DocumentFilterContext' into a named namespace.,5min,
Saunter,44a73973-8cb1-4b38-ab43-b630a13d33fa,BUG,MAJOR,csharpsquid:S3903,csharpsquid:S3903,Saunter:src/Saunter/Options/Filters/IChannelFilter.cs,3,Move 'IChannelFilter' into a named namespace.,5min,
Saunter,dde943ab-26db-4d12-8f50-2655ac1728de,BUG,MAJOR,csharpsquid:S3903,csharpsquid:S3903,Saunter:src/Saunter/Options/Filters/IOperationFilter.cs,4,Move 'IOperationFilter' into a named namespace.,5min,
